id,year,home_team,home_conference,away_team,away_conference,home_points,away_points,neutral_site,start_date,season_type
400869225,2016,Air Force,Mountain West,Hawai'i,Mountain West,27,34,False,2016-10-22T18:00:00.000Z,regular
400869470,2016,Virginia,ACC,North Carolina,ACC,14,35,False,2016-10-22T19:00:00.000Z,regular
400869311,2016,Ball State,Mid-American,Akron,Mid-American,25,35,False,2016-10-22T19:00:00.000Z,regular
400869143,2016,Stanford,Pac-12,Colorado,Pac-12,5,10,False,2016-10-22T19:00:00.000Z,regular
400869314,2016,Western Michigan,Mid-American,Eastern Michigan,Mid-American,45,31,False,2016-10-22T19:30:00.000Z,regular
400869831,2016,App State,Sun Belt,Idaho,Sun Belt,37,19,False,2016-10-22T19:30:00.000Z,regular
400869628,2016,West Virginia,Big 12,TCU,Big 12,34,10,False,2016-10-22T19:30:00.000Z,regular
400869029,2016,Alabama,SEC,Texas A&M,SEC,33,14,False,2016-10-22T19:30:00.000Z,regular
400869312,2016,Northern Illinois,Mid-American,Buffalo,Mid-American,44,7,False,2016-10-22T19:30:00.000Z,regular
400869676,2016,Michigan,Big Ten,Illinois,Big Ten,41,8,False,2016-10-22T19:30:00.000Z,regular
400869677,2016,Nebraska,Big Ten,Purdue,Big Ten,27,14,False,2016-10-22T19:30:00.000Z,regular
400869833,2016,Georgia State,Sun Belt,UT Martin,OVC,31,6,False,2016-10-22T19:30:00.000Z,regular
400869546,2016,Navy,American Athletic,Memphis,American Athletic,42,28,False,2016-10-22T19:30:00.000Z,regular
400869389,2016,Rice,Conference USA,Prairie View A&M,SWAC,65,44,False,2016-10-22T19:30:00.000Z,regular
400869547,2016,Tulsa,American Athletic,Tulane,American Athletic,50,27,False,2016-10-22T19:45:00.000Z,regular
400869142,2016,UCLA,Pac-12,Utah,Pac-12,45,52,False,2016-10-22T20:00:00.000Z,regular
400869033,2016,Missouri,SEC,Middle Tennessee,Conference USA,45,51,False,2016-10-22T20:00:00.000Z,regular
400869386,2016,Marshall,Conference USA,Charlotte,Conference USA,24,27,False,2016-10-22T21:30:00.000Z,regular
400869226,2016,UNLV,Mountain West,Colorado State,Mountain West,23,42,False,2016-10-22T21:30:00.000Z,regular
400869030,2016,Auburn,SEC,Arkansas,SEC,56,3,False,2016-10-22T22:00:00.000Z,regular
400869144,2016,Washington,Pac-12,Oregon State,Pac-12,41,17,False,2016-10-22T22:30:00.000Z,regular
400869834,2016,Texas State,Sun Belt,Louisiana,Sun Belt,3,27,False,2016-10-22T23:00:00.000Z,regular
400869544,2016,Cincinnati,American Athletic,East Carolina,American Athletic,31,19,False,2016-10-22T23:00:00.000Z,regular
400869388,2016,Western Kentucky,Conference USA,Old Dominion,Conference USA,59,24,False,2016-10-22T23:00:00.000Z,regular
400869545,2016,SMU,American Athletic,Houston,American Athletic,38,16,False,2016-10-22T23:00:00.000Z,regular
400869390,2016,UTSA,Conference USA,UTEP,Conference USA,49,52,False,2016-10-22T23:00:00.000Z,regular
400869387,2016,Florida International,Conference USA,Louisiana Tech,Conference USA,24,44,False,2016-10-22T23:00:00.000Z,regular
400869675,2016,Maryland,Big Ten,Michigan State,Big Ten,28,17,False,2016-10-22T23:30:00.000Z,regular
400869034,2016,Vanderbilt,SEC,Tennessee State,OVC,35,17,False,2016-10-22T23:30:00.000Z,regular
400869031,2016,Kentucky,SEC,Mississippi State,SEC,40,38,False,2016-10-22T23:30:00.000Z,regular
400869645,2016,Penn State,Big Ten,Ohio State,Big Ten,24,21,False,2016-10-23T00:00:00.000Z,regular
400869616,2016,Texas Tech,Big 12,Oklahoma,Big 12,59,66,False,2016-10-23T00:00:00.000Z,regular
400869832,2016,New Mexico State,Sun Belt,Georgia Southern,Sun Belt,19,22,False,2016-10-23T00:00:00.000Z,regular
400869227,2016,New Mexico,Mountain West,UL Monroe,Sun Belt,59,17,False,2016-10-23T01:00:00.000Z,regular
400869032,2016,LSU,SEC,Ole Miss,SEC,38,21,False,2016-10-23T01:00:00.000Z,regular
400869141,2016,Arizona State,Pac-12,Washington State,Pac-12,32,37,False,2016-10-23T02:00:00.000Z,regular
400869228,2016,Utah State,Mountain West,Fresno State,Mountain West,38,20,False,2016-10-23T02:30:00.000Z,regular
400869229,2016,Nevada,Mountain West,Wyoming,Mountain West,34,42,False,2016-10-23T02:30:00.000Z,regular
400869471,2016,Pittsburgh,ACC,Virginia Tech,ACC,36,39,False,2016-10-27T23:00:00.000Z,regular
400869317,2016,Buffalo,Mid-American,Akron,Mid-American,41,20,False,2016-10-27T23:30:00.000Z,regular
400869835,2016,Georgia Southern,Sun Belt,App State,Sun Belt,10,34,False,2016-10-27T23:30:00.000Z,regular
400869318,2016,Toledo,Mid-American,Ohio,Mid-American,26,31,False,2016-10-27T23:30:00.000Z,regular
400869145,2016,USC,Pac-12,California,Pac-12,45,24,False,2016-10-28T02:30:00.000Z,regular
400869548,2016,South Florida,American Athletic,Navy,American Athletic,52,45,False,2016-10-28T23:00:00.000Z,regular
400869234,2016,Utah State,Mountain West,San Diego State,Mountain West,13,40,False,2016-10-29T00:00:00.000Z,regular
400869231,2016,Fresno State,Mountain West,Air Force,Mountain West,21,31,False,2016-10-29T02:30:00.000Z,regular
400868965,2016,Massachusetts,FBS Independents,Wagner,NEC,34,10,False,2016-10-29T16:00:00.000Z,regular
400869682,2016,Purdue,Big Ten,Penn State,Big Ten,24,62,False,2016-10-29T16:00:00.000Z,regular
400869475,2016,Virginia,ACC,Louisville,ACC,25,32,False,2016-10-29T16:00:00.000Z,regular
400869681,2016,Michigan State,Big Ten,Michigan,Big Ten,23,32,False,2016-10-29T16:00:00.000Z,regular
400869038,2016,Missouri,SEC,Kentucky,SEC,21,35,False,2016-10-29T16:00:00.000Z,regular
400869549,2016,Houston,American Athletic,UCF,American Athletic,31,24,False,2016-10-29T16:00:00.000Z,regular
400869551,2016,East Carolina,American Athletic,UConn,American Athletic,41,3,False,2016-10-29T16:00:00.000Z,regular
400869592,2016,Iowa State,Big 12,Kansas State,Big 12,26,31,False,2016-10-29T16:00:00.000Z,regular
400869679,2016,Illinois,Big Ten,Minnesota,Big Ten,17,40,False,2016-10-29T16:00:00.000Z,regular
400869319,2016,Central Michigan,Mid-American,Kent State,Mid-American,24,27,False,2016-10-29T16:00:00.000Z,regular
400869474,2016,Georgia Tech,ACC,Duke,ACC,38,35,False,2016-10-29T16:00:00.000Z,regular
400869621,2016,Oklahoma State,Big 12,West Virginia,Big 12,37,20,False,2016-10-29T16:00:00.000Z,regular
400869472,2016,NC State,ACC,Boston College,ACC,14,21,False,2016-10-29T16:30:00.000Z,regular
400868917,2016,Wake Forest,ACC,Army,FBS Independents,13,21,False,2016-10-29T19:30:00.000Z,regular
400869035,2016,Georgia,SEC,Florida,SEC,10,24,True,2016-10-29T19:30:00.000Z,regular
400869646,2016,Ohio State,Big Ten,Northwestern,Big Ten,24,20,False,2016-10-29T19:30:00.000Z,regular
400869037,2016,Mississippi State,SEC,Samford,Southern,56,41,False,2016-10-29T19:30:00.000Z,regular
400869148,2016,Utah,Pac-12,Washington,Pac-12,24,31,False,2016-10-29T19:30:00.000Z,regular
400869550,2016,Temple,American Athletic,Cincinnati,American Athletic,34,13,False,2016-10-29T19:30:00.000Z,regular
400868953,2016,Notre Dame,FBS Independents,Miami,ACC,30,27,False,2016-10-29T19:30:00.000Z,regular
400869392,2016,Florida Atlantic,Conference USA,Western Kentucky,Conference USA,3,52,False,2016-10-29T19:30:00.000Z,regular
400869717,2016,Eastern Michigan,Mid-American,Miami (OH),Mid-American,15,28,False,2016-10-29T19:30:00.000Z,regular
400868881,2016,Texas,Big 12,Baylor,Big 12,35,34,False,2016-10-29T19:30:00.000Z,regular
400869629,2016,TCU,Big 12,Texas Tech,Big 12,24,27,False,2016-10-29T19:30:00.000Z,regular
400869680,2016,Indiana,Big Ten,Maryland,Big Ten,42,36,False,2016-10-29T19:30:00.000Z,regular
400869553,2016,Tulane,American Athletic,SMU,American Athletic,31,35,False,2016-10-29T20:00:00.000Z,regular
400869837,2016,South Alabama,Sun Belt,Georgia State,Sun Belt,13,10,False,2016-10-29T21:00:00.000Z,regular
400869147,2016,Oregon,Pac-12,Arizona State,Pac-12,54,35,False,2016-10-29T21:00:00.000Z,regular
400869683,2016,Wisconsin,Big Ten,Nebraska,Big Ten,23,17,False,2016-10-29T23:00:00.000Z,regular
400869601,2016,Oklahoma,Big 12,Kansas,Big 12,56,3,False,2016-10-29T23:00:00.000Z,regular
400869836,2016,Arkansas State,Sun Belt,UL Monroe,Sun Belt,51,10,False,2016-10-29T23:00:00.000Z,regular
400869232,2016,Wyoming,Mountain West,Boise State,Mountain West,30,28,False,2016-10-29T23:00:00.000Z,regular
400869394,2016,Southern Miss,Conference USA,Marshall,Conference USA,24,14,False,2016-10-29T23:00:00.000Z,regular
400869393,2016,Louisiana Tech,Conference USA,Rice,Conference USA,61,16,False,2016-10-29T23:00:00.000Z,regular
400869391,2016,Florida International,Conference USA,Middle Tennessee,Conference USA,35,42,False,2016-10-29T23:00:00.000Z,regular
400869395,2016,UTSA,Conference USA,North Texas,Conference USA,31,17,False,2016-10-29T23:00:00.000Z,regular
400869039,2016,South Carolina,SEC,Tennessee,SEC,24,21,False,2016-10-29T23:15:00.000Z,regular
400869036,2016,Ole Miss,SEC,Auburn,SEC,29,40,False,2016-10-29T23:15:00.000Z,regular
400869040,2016,Texas A&M,SEC,New Mexico State,Sun Belt,52,10,False,2016-10-29T23:30:00.000Z,regular
400869473,2016,Florida State,ACC,Clemson,ACC,34,37,False,2016-10-30T00:00:00.000Z,regular
400869396,2016,UTEP,Conference USA,Old Dominion,Conference USA,21,31,False,2016-10-30T00:00:00.000Z,regular
400869552,2016,Memphis,American Athletic,Tulsa,American Athletic,30,59,False,2016-10-30T00:00:00.000Z,regular
400869235,2016,San José State,Mountain West,UNLV,Mountain West,30,24,False,2016-10-30T02:30:00.000Z,regular
400869149,2016,Oregon State,Pac-12,Washington State,Pac-12,31,35,False,2016-10-30T02:45:00.000Z,regular
400869146,2016,Arizona,Pac-12,Stanford,Pac-12,10,34,False,2016-10-30T03:00:00.000Z,regular
400869233,2016,Hawai'i,Mountain West,New Mexico,Mountain West,21,28,False,2016-10-30T03:59:00.000Z,regular
400869321,2016,Ball State,Mid-American,Western Michigan,Mid-American,20,52,False,2016-11-02T00:00:00.000Z,regular
400869320,2016,Northern Illinois,Mid-American,Bowling Green,Mid-American,45,20,False,2016-11-02T00:00:00.000Z,regular
400869322,2016,Akron,Mid-American,Toledo,Mid-American,17,48,False,2016-11-02T23:30:00.000Z,regular
400869323,2016,Ohio,Mid-American,Buffalo,Mid-American,34,10,False,2016-11-03T22:00:00.000Z,regular
400869838,2016,Georgia State,Sun Belt,Arkansas State,Sun Belt,16,31,False,2016-11-03T23:30:00.000Z,regular
400869593,2016,Iowa State,Big 12,Oklahoma,Big 12,24,34,False,2016-11-03T23:30:00.000Z,regular
400869150,2016,Colorado,Pac-12,UCLA,Pac-12,20,10,False,2016-11-04T01:00:00.000Z,regular
400869324,2016,Miami (OH),Mid-American,Central Michigan,Mid-American,37,17,False,2016-11-04T22:00:00.000Z,regular
400869554,2016,UConn,American Athletic,Temple,American Athletic,0,21,False,2016-11-04T23:00:00.000Z,regular
400869236,2016,Boise State,Mountain West,San José State,Mountain West,45,31,False,2016-11-05T02:15:00.000Z,regular
400868954,2016,Navy,American Athletic,Notre Dame,FBS Independents,28,27,True,2016-11-05T15:30:00.000Z,regular
400869042,2016,Auburn,SEC,Vanderbilt,SEC,23,16,False,2016-11-05T16:00:00.000Z,regular
400869684,2016,Illinois,Big Ten,Michigan State,Big Ten,31,27,False,2016-11-05T16:00:00.000Z,regular
400869639,2016,Rutgers,Big Ten,Indiana,Big Ten,27,33,False,2016-11-05T16:00:00.000Z,regular
400868918,2016,Army,FBS Independents,Air Force,Mountain West,12,31,False,2016-11-05T16:00:00.000Z,regular
400869630,2016,Texas Tech,Big 12,Texas,Big 12,37,45,False,2016-11-05T16:00:00.000Z,regular
400869476,2016,Boston College,ACC,Louisville,ACC,7,52,False,2016-11-05T16:00:00.000Z,regular
400869687,2016,Northwestern,Big Ten,Wisconsin,Big Ten,7,21,False,2016-11-05T16:00:00.000Z,regular
400869045,2016,Ole Miss,SEC,Georgia Southern,Sun Belt,37,27,False,2016-11-05T16:00:00.000Z,regular
400869046,2016,Mississippi State,SEC,Texas A&M,SEC,35,28,False,2016-11-05T16:00:00.000Z,regular
400869481,2016,Miami,ACC,Pittsburgh,ACC,51,28,False,2016-11-05T16:30:00.000Z,regular
400869480,2016,North Carolina,ACC,Georgia Tech,ACC,48,20,False,2016-11-05T16:30:00.000Z,regular
400869403,2016,Middle Tennessee,Conference USA,UTSA,Conference USA,25,45,False,2016-11-05T18:30:00.000Z,regular
400869482,2016,Wake Forest,ACC,Virginia,ACC,27,20,False,2016-11-05T19:00:00.000Z,regular
400869397,2016,Southern Miss,Conference USA,Charlotte,Conference USA,27,38,False,2016-11-05T19:30:00.000Z,regular
400869399,2016,Rice,Conference USA,Florida Atlantic,Conference USA,25,42,False,2016-11-05T19:30:00.000Z,regular
400869686,2016,Minnesota,Big Ten,Purdue,Big Ten,44,31,False,2016-11-05T19:30:00.000Z,regular
400869478,2016,Duke,ACC,Virginia Tech,ACC,21,24,False,2016-11-05T19:30:00.000Z,regular
400869610,2016,Kansas State,Big 12,Oklahoma State,Big 12,37,43,False,2016-11-05T19:30:00.000Z,regular
400868882,2016,Baylor,Big 12,TCU,Big 12,22,62,False,2016-11-05T19:30:00.000Z,regular
400869477,2016,Clemson,ACC,Syracuse,ACC,54,0,False,2016-11-05T19:30:00.000Z,regular
400869685,2016,Michigan,Big Ten,Maryland,Big Ten,59,3,False,2016-11-05T19:30:00.000Z,regular
400869839,2016,App State,Sun Belt,Texas State,Sun Belt,35,10,False,2016-11-05T19:30:00.000Z,regular
400868966,2016,Troy,Sun Belt,Massachusetts,FBS Independents,52,31,False,2016-11-05T19:30:00.000Z,regular
400868930,2016,Cincinnati,American Athletic,BYU,FBS Independents,3,20,False,2016-11-05T19:30:00.000Z,regular
400869237,2016,Colorado State,Mountain West,Fresno State,Mountain West,37,0,False,2016-11-05T19:30:00.000Z,regular
400869041,2016,Arkansas,SEC,Florida,SEC,31,10,False,2016-11-05T19:30:00.000Z,regular
400869153,2016,Stanford,Pac-12,Oregon State,Pac-12,26,15,False,2016-11-05T19:30:00.000Z,regular
400869048,2016,Tennessee,SEC,Tennessee Tech,OVC,55,0,False,2016-11-05T20:00:00.000Z,regular
400869047,2016,South Carolina,SEC,Missouri,SEC,31,21,False,2016-11-05T20:00:00.000Z,regular
400869151,2016,Washington State,Pac-12,Arizona,Pac-12,69,7,False,2016-11-05T20:00:00.000Z,regular
400869556,2016,SMU,American Athletic,Memphis,American Athletic,7,51,False,2016-11-05T20:00:00.000Z,regular
400921256,2016,UCF,American Athletic,Tulane,American Athletic,37,6,False,2016-11-05T21:00:00.000Z,regular
400869840,2016,Louisiana,Sun Belt,Idaho,Sun Belt,13,23,False,2016-11-05T21:00:00.000Z,regular
400869841,2016,UL Monroe,Sun Belt,South Alabama,Sun Belt,42,35,False,2016-11-05T21:00:00.000Z,regular
400869398,2016,Western Kentucky,Conference USA,Florida International,Conference USA,49,21,False,2016-11-05T21:30:00.000Z,regular
400869400,2016,North Texas,Conference USA,Louisiana Tech,Conference USA,24,45,False,2016-11-05T21:30:00.000Z,regular
400869240,2016,San Diego State,Mountain West,Hawai'i,Mountain West,55,0,False,2016-11-05T23:00:00.000Z,regular
400869479,2016,NC State,ACC,Florida State,ACC,20,24,False,2016-11-05T23:00:00.000Z,regular
400869401,2016,Old Dominion,Conference USA,Marshall,Conference USA,38,14,False,2016-11-05T23:00:00.000Z,regular
400869152,2016,USC,Pac-12,Oregon,Pac-12,45,20,False,2016-11-05T23:00:00.000Z,regular
400869602,2016,West Virginia,Big 12,Kansas,Big 12,48,21,False,2016-11-05T23:00:00.000Z,regular
400869043,2016,Kentucky,SEC,Georgia,SEC,24,27,False,2016-11-05T23:30:00.000Z,regular
400869688,2016,Penn State,Big Ten,Iowa,Big Ten,41,14,False,2016-11-05T23:30:00.000Z,regular
400869555,2016,Tulsa,American Athletic,East Carolina,American Athletic,45,24,False,2016-11-06T00:00:00.000Z,regular
400869647,2016,Ohio State,Big Ten,Nebraska,Big Ten,62,3,False,2016-11-06T00:00:00.000Z,regular
400869402,2016,UTEP,Conference USA,Houston Christian,Southland,42,10,False,2016-11-06T00:00:00.000Z,regular
400869044,2016,LSU,SEC,Alabama,SEC,0,10,False,2016-11-06T00:00:00.000Z,regular
400869239,2016,Wyoming,Mountain West,Utah State,Mountain West,52,28,False,2016-11-06T02:15:00.000Z,regular
400869238,2016,New Mexico,Mountain West,Nevada,Mountain West,35,26,False,2016-11-06T02:15:00.000Z,regular
400869154,2016,California,Pac-12,Washington,Pac-12,27,66,False,2016-11-06T02:30:00.000Z,regular
400869325,2016,Ball State,Mid-American,Eastern Michigan,Mid-American,41,48,False,2016-11-09T00:00:00.000Z,regular
400869326,2016,Kent State,Mid-American,Western Michigan,Mid-American,21,37,False,2016-11-09T00:30:00.000Z,regular
400869328,2016,Northern Illinois,Mid-American,Toledo,Mid-American,24,31,True,2016-11-10T01:00:00.000Z,regular
400869327,2016,Akron,Mid-American,Bowling Green,Mid-American,28,38,False,2016-11-10T01:00:00.000Z,regular
400869844,2016,Georgia Southern,Sun Belt,Louisiana,Sun Belt,26,33,False,2016-11-11T00:30:00.000Z,regular
400869483,2016,Duke,ACC,North Carolina,ACC,28,27,False,2016-11-11T00:30:00.000Z,regular
400869155,2016,Arizona State,Pac-12,Utah,Pac-12,26,49,False,2016-11-11T02:30:00.000Z,regular
400869484,2016,Florida State,ACC,Boston College,ACC,45,7,False,2016-11-12T00:30:00.000Z,regular
400869692,2016,Purdue,Big Ten,Northwestern,Big Ten,17,45,False,2016-11-12T17:00:00.000Z,regular
400869561,2016,Navy,American Athletic,Tulsa,American Athletic,42,40,False,2016-11-12T17:00:00.000Z,regular
400869640,2016,Michigan State,Big Ten,Rutgers,Big Ten,49,0,False,2016-11-12T17:00:00.000Z,regular
400869558,2016,East Carolina,American Athletic,SMU,American Athletic,31,55,False,2016-11-12T17:00:00.000Z,regular
400869557,2016,UCF,American Athletic,Cincinnati,American Athletic,24,3,False,2016-11-12T17:00:00.000Z,regular
400869689,2016,Indiana,Big Ten,Penn State,Big Ten,31,45,False,2016-11-12T17:00:00.000Z,regular
400869594,2016,Kansas,Big 12,Iowa State,Big 12,24,31,False,2016-11-12T17:00:00.000Z,regular
400869054,2016,Tennessee,SEC,Kentucky,SEC,49,36,False,2016-11-12T17:00:00.000Z,regular
400869051,2016,Florida,SEC,South Carolina,SEC,20,7,False,2016-11-12T17:00:00.000Z,regular
400869631,2016,Texas,Big 12,West Virginia,Big 12,20,24,False,2016-11-12T17:00:00.000Z,regular
400868883,2016,Oklahoma,Big 12,Baylor,Big 12,45,24,False,2016-11-12T17:00:00.000Z,regular
400869049,2016,Alabama,SEC,Mississippi State,SEC,51,3,False,2016-11-12T17:00:00.000Z,regular
400869488,2016,Syracuse,ACC,NC State,ACC,20,35,False,2016-11-12T17:30:00.000Z,regular
400869329,2016,Buffalo,Mid-American,Miami (OH),Mid-American,24,35,False,2016-11-12T18:00:00.000Z,regular
400869724,2016,Virginia,ACC,Miami,ACC,14,34,False,2016-11-12T19:00:00.000Z,regular
400869845,2016,Georgia State,Sun Belt,UL Monroe,Sun Belt,23,37,False,2016-11-12T19:00:00.000Z,regular
400869404,2016,Charlotte,Conference USA,Rice,Conference USA,21,22,False,2016-11-12T19:00:00.000Z,regular
400868931,2016,BYU,FBS Independents,Southern Utah,Big Sky,37,7,False,2016-11-12T20:00:00.000Z,regular
400869843,2016,Arkansas State,Sun Belt,New Mexico State,Sun Belt,41,22,False,2016-11-12T20:00:00.000Z,regular
400869693,2016,Wisconsin,Big Ten,Illinois,Big Ten,48,3,False,2016-11-12T20:30:00.000Z,regular
400869052,2016,Georgia,SEC,Auburn,SEC,13,7,False,2016-11-12T20:30:00.000Z,regular
400869622,2016,Oklahoma State,Big 12,Texas Tech,Big 12,45,44,False,2016-11-12T20:30:00.000Z,regular
400868919,2016,Notre Dame,FBS Independents,Army,FBS Independents,44,6,True,2016-11-12T20:30:00.000Z,regular
400869648,2016,Maryland,Big Ten,Ohio State,Big Ten,3,62,False,2016-11-12T20:30:00.000Z,regular
400869408,2016,Western Kentucky,Conference USA,North Texas,Conference USA,45,7,False,2016-11-12T20:30:00.000Z,regular
400869244,2016,UNLV,Mountain West,Wyoming,Mountain West,69,66,False,2016-11-12T20:30:00.000Z,regular
400869409,2016,Old Dominion,Conference USA,Southern Miss,Conference USA,51,35,False,2016-11-12T20:30:00.000Z,regular
400869842,2016,Troy,Sun Belt,App State,Sun Belt,28,24,False,2016-11-12T20:30:00.000Z,regular
400869406,2016,Louisiana Tech,Conference USA,UTSA,Conference USA,63,35,False,2016-11-12T20:30:00.000Z,regular
400869486,2016,Virginia Tech,ACC,Georgia Tech,ACC,20,30,False,2016-11-12T20:30:00.000Z,regular
400869053,2016,Missouri,SEC,Vanderbilt,SEC,26,17,False,2016-11-12T20:30:00.000Z,regular
400869560,2016,Houston,American Athletic,Tulane,American Athletic,30,18,False,2016-11-12T20:30:00.000Z,regular
400869485,2016,Clemson,ACC,Pittsburgh,ACC,42,43,False,2016-11-12T20:30:00.000Z,regular
400869846,2016,Texas State,Sun Belt,Idaho,Sun Belt,14,47,False,2016-11-12T21:00:00.000Z,regular
400869159,2016,Oregon,Pac-12,Stanford,Pac-12,27,52,False,2016-11-12T21:00:00.000Z,regular
400869405,2016,Florida Atlantic,Conference USA,UTEP,Conference USA,35,31,False,2016-11-12T23:00:00.000Z,regular
400869050,2016,Arkansas,SEC,LSU,SEC,10,38,False,2016-11-13T00:00:00.000Z,regular
400869487,2016,Louisville,ACC,Wake Forest,ACC,44,12,False,2016-11-13T00:00:00.000Z,regular
400869559,2016,Memphis,American Athletic,South Florida,American Athletic,42,49,False,2016-11-13T00:00:00.000Z,regular
400869242,2016,Hawai'i,Mountain West,Boise State,Mountain West,16,52,False,2016-11-13T00:00:00.000Z,regular
400869407,2016,Marshall,Conference USA,Middle Tennessee,Conference USA,42,17,False,2016-11-13T00:00:00.000Z,regular
400869691,2016,Nebraska,Big Ten,Minnesota,Big Ten,24,17,False,2016-11-13T00:30:00.000Z,regular
400869157,2016,Washington,Pac-12,USC,Pac-12,13,26,False,2016-11-13T00:30:00.000Z,regular
