id,team,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location,lat,lon
2429,Charlotte,49ers,CLT,"['CLT', 'Charlotte']",Conference USA,East,fbs,#046A38,#B9975B,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2429.png']",@CharlotteFTBL,"{'id': 4418, 'name': 'Jerry Richardson Stadium', 'city': 'Charlotte', 'state': 'NC', 'zip': '28223', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 35.3105033, 'longitude': -80.7401194, 'elevation': '190.365509', 'capacity': 15300, 'constructionYear': 2013, 'grass': False, 'dome': False}",35.3105033,-80.7401194
2132,Cincinnati,Bearcats,CIN,"['CIN', 'Cincinnati']",American Athletic,East,fbs,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']",@GoBearcatsFB,"{'id': 3854, 'name': 'Nippert Stadium', 'city': 'Cincinnati', 'state': 'OH', 'zip': '45221', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.1312495, 'longitude': -84.5161913, 'elevation': '230.0660553', 'capacity': 40000, 'constructionYear': 1915, 'grass': False, 'dome': False}",39.1312495,-84.5161913
2426,Navy,Midshipmen,NAVY,"['NAVY', 'Navy']",American Athletic,West,fbs,#00225b,#b5a67c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png']",@NavyFB,"{'id': 3852, 'name': 'Navy-Marine Corps Memorial Stadium', 'city': 'Annapolis', 'state': 'MD', 'zip': '21402', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 38.9846985, 'longitude': -76.5076335, 'elevation': '10.74990082', 'capacity': 34000, 'constructionYear': 1959, 'grass': False, 'dome': False}",38.9846985,-76.5076335
58,South Florida,Bulls,USF,"['USF', 'South Florida']",American Athletic,East,fbs,#004A36,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/58.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png']",@USFFootball,"{'id': 3886, 'name': 'Raymond James Stadium', 'city': 'Tampa', 'state': 'FL', 'zip': '33620', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 27.9758691, 'longitude': -82.5033344, 'elevation': '11.07972908', 'capacity': 65828, 'constructionYear': 1998, 'grass': True, 'dome': False}",27.9758691,-82.5033344
41,UConn,Huskies,CONN,"['Connecticut', 'CONN', 'UConn']",American Athletic,East,fbs,#0c2340,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",@UConnFootball,"{'id': 3892, 'name': 'Pratt & Whitney Stadium', 'city': 'East Hartford', 'state': 'CT', 'zip': '6118 ', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 41.7595675, 'longitude': -72.6187728, 'elevation': '6.515614986', 'capacity': 40000, 'constructionYear': 2003, 'grass': True, 'dome': False}",41.7595675,-72.6187728
324,Coastal Carolina,Chanticleers,CCU,"['CCU', 'Coastal']",Sun Belt,West,fbs,#007073,#876447,"['http://a.espncdn.com/i/teamlogos/ncaa/500/324.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png']",@CoastalFootball,"{'id': 3654, 'name': 'Brooks Stadium (SC)', 'city': 'Conway', 'state': 'SC', 'zip': '29528', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 33.7928506, 'longitude': -79.0166946, 'elevation': '13.74894905', 'capacity': 21000, 'constructionYear': 2003, 'grass': False, 'dome': False}",33.7928506,-79.0166946
2065,Bethune-Cookman,Wildcats,BCU,"['BCU', 'Bethune']",SWAC,East,fcs,#7b1831,#e9aa12,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2065.png']",@BCUGridiron,"{'id': 3850, 'name': 'Municipal Stadium', 'city': 'Daytona Beach', 'state': 'FL', 'zip': '32114', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 29.173466, 'longitude': -81.117511, 'elevation': '9.516305923', 'capacity': 10000, 'constructionYear': 1979, 'grass': False, 'dome': False}",29.173466,-81.117511
2083,Bucknell,Bison,BUCK,"['BUCK', 'Bucknell']",Patriot,South,fcs,#000060,#00316e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2083.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2083.png']",@Bucknell_FB,"{'id': 3676, 'name': 'Christy Mathewson-Memorial Stadium', 'city': 'Lewisburg', 'state': 'PA', 'zip': '17837', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.9519411, 'longitude': -76.884752, 'elevation': '151.194931', 'capacity': 13100, 'constructionYear': 1924, 'grass': False, 'dome': False}",40.9519411,-76.884752
2142,Colgate,Raiders,COLG,"['COLG', 'Colgate']",Patriot,North,fcs,#821019,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2142.png']",@ColgateFB,"{'id': 3617, 'name': 'Andy Kerr Stadium', 'city': 'Hamilton', 'state': 'NY', 'zip': '13346', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 42.8168991, 'longitude': -75.5452721, 'elevation': '337.1443787', 'capacity': 10221, 'constructionYear': 1966, 'grass': False, 'dome': False}",42.8168991,-75.5452721
2169,Delaware State,Hornets,DSU,"['DSU', 'Delaware St']",MEAC,North,fcs,#FF3630,#009cdd,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2169.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2169.png']",@DelSt_Football,"{'id': 3613, 'name': 'Alumni Stadium', 'city': 'Dover', 'state': 'DE', 'zip': '19901', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.189375, 'longitude': -75.5433185, 'elevation': '10.95275307', 'capacity': 7193, 'constructionYear': 1980, 'grass': False, 'dome': False}",39.189375,-75.5433185
2210,Elon,Phoenix,ELON,"['ELON', 'Elon']",CAA,South,fcs,#020303,#b59a57,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2210.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2210.png']",@ElonFootball,"{'id': 3894, 'name': 'Rhodes Stadium', 'city': 'Elon', 'state': 'NC', 'zip': '77493', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.1101269, 'longitude': -79.5079979, 'elevation': '204.2487793', 'capacity': 14000, 'constructionYear': 2001, 'grass': True, 'dome': False}",36.1101269,-79.5079979
50,Florida A&M,Rattlers,FAMU,"['FAMU', 'Florida A&M']",SWAC,East,fcs,#F89728,#00843d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/50.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/50.png']",@FAMUAthletics,"{'id': 3650, 'name': 'Bragg Memorial Stadium', 'city': 'Tallahassee', 'state': 'FL', 'zip': '32307', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 30.4261632, 'longitude': -84.2923095, 'elevation': '31.18483925', 'capacity': 25500, 'constructionYear': 1957, 'grass': False, 'dome': False}",30.4261632,-84.2923095
2230,Fordham,Rams,FOR,"['FOR', 'Fordham']",Patriot,North,fcs,#830032,#909090,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2230.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2230.png']",@FordhamFootball,"{'id': 150, 'name': 'Jack Coffey Field', 'city': 'Bronx', 'state': 'NY', 'zip': None, 'countryCode': 'US', 'timezone': None, 'latitude': 40.8466508, 'longitude': -73.8785937, 'elevation': None, 'capacity': 7000, 'constructionYear': None, 'grass': None, 'dome': False}",40.8466508,-73.8785937
107,Holy Cross,Crusaders,HC,"['HC', 'Holy Cross']",Patriot,North,fcs,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",@HCrossFB,"{'id': 3722, 'name': 'Fitton Field', 'city': 'Worcester', 'state': 'MA', 'zip': '1601 ', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 42.2403564, 'longitude': -71.8111424, 'elevation': '137.3915253', 'capacity': 23500, 'constructionYear': 1924, 'grass': True, 'dome': False}",42.2403564,-71.8111424
47,Howard,Bison,HOW,"['HOW', 'Howard']",MEAC,North,fcs,#003a63,#e51937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/47.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png']",@HUBisonFootball,"{'id': 3990, 'name': 'William H. Greene Stadium', 'city': 'Washington', 'state': 'DC', 'zip': '20059', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 38.925487, 'longitude': -77.021047, 'elevation': '53.46718979', 'capacity': 10000, 'constructionYear': 1926, 'grass': False, 'dome': False}",38.925487,-77.021047
322,Lafayette,Leopards,LAF,"['LAF', 'Lafayette']",Patriot,South,fcs,#790000,#a59474,"['http://a.espncdn.com/i/teamlogos/ncaa/500/322.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/322.png']",@LafColFootball,"{'id': 3721, 'name': 'Fisher Field', 'city': 'Easton', 'state': 'PA', 'zip': '18042', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.7009796, 'longitude': -75.2106499, 'elevation': '81.43208313', 'capacity': 13132, 'constructionYear': 1926, 'grass': False, 'dome': False}",40.7009796,-75.2106499
2329,Lehigh,Mountain Hawks,LEH,"['LEH', 'Lehigh']",Patriot,South,fcs,#6c2b2a,#b69e70,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2329.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2329.png']",@LehighFootball,"{'id': 3741, 'name': 'Goodman Stadium', 'city': 'Bethlehem', 'state': 'PA', 'zip': '18015', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.5890837, 'longitude': -75.3553874, 'elevation': '90.32305145', 'capacity': 16000, 'constructionYear': 1988, 'grass': False, 'dome': False}",40.5890837,-75.3553874
2415,Morgan State,Bears,MORG,"['MORG', 'Morgan St']",MEAC,North,fcs,#014786,#f47937,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png']",@MorganStateFB,"{'id': 3762, 'name': 'Hughes Stadium', 'city': 'Baltimore', 'state': 'MD', 'zip': '80521', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.3439778, 'longitude': -76.5829573, 'elevation': '67.05336761', 'capacity': 10000, 'constructionYear': 1949, 'grass': False, 'dome': False}",39.3439778,-76.5829573
2450,Norfolk State,Spartans,NORF,"['NORF', 'Norfolk St']",MEAC,North,fcs,#0c8968,#fdb813,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2450.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2450.png']",@NSU_FB,"{'id': 3991, 'name': 'William Dick"""" Price Stadium""""', 'city': 'Norfolk', 'state': 'VA', 'zip': '23504', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.8469442, 'longitude': -76.2600839, 'elevation': '4.916433334', 'capacity': 30000, 'constructionYear': 1997, 'grass': False, 'dome': False}",36.8469442,-76.2600839
2448,North Carolina A&T,Aggies,NCAT,"['NCAT', 'NC A&T']",MEAC,South,fcs,#0505aa,#004684,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png']",@Football_NCAT,"{'id': 3603, 'name': 'Aggie Stadium', 'city': 'Greensboro', 'state': 'NC', 'zip': '27411', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.0814337, 'longitude': -79.7700391, 'elevation': '235.1224518', 'capacity': 21500, 'constructionYear': 1981, 'grass': True, 'dome': False}",36.0814337,-79.7700391
2428,North Carolina Central,Eagles,NCCU,"['NCCU', 'NC Central']",MEAC,South,fcs,#880023,#c2c3c0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2428.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2428.png']",@NCCU_Football,"{'id': 3862, 'name': ""O'Kelly-Riddick Stadium"", 'city': 'Durham', 'state': 'NC', 'zip': '27707', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 35.9738646, 'longitude': -78.896969, 'elevation': '96.73323059', 'capacity': 10000, 'constructionYear': 1975, 'grass': False, 'dome': False}",35.9738646,-78.896969
2569,South Carolina State,Bulldogs,SCST,"['SCST', 'SC State']",MEAC,South,fcs,#7d1315,#104897,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2569.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2569.png']",@SCState_FB,"{'id': 3864, 'name': 'Oliver C. Dawson Stadium', 'city': 'Orangeburg', 'state': 'SC', 'zip': '29115', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 33.4986313, 'longitude': -80.8446857, 'elevation': '67.29846191', 'capacity': 22000, 'constructionYear': 1955, 'grass': False, 'dome': False}",33.4986313,-80.8446857
2619,Stony Brook,Seawolves,STBK,"['STBK', 'Stony Brook']",CAA,North,fcs,#990000,#null,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2619.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2619.png']",@StonyBrookFB,"{'id': 3788, 'name': 'Kenneth P. LaValle Stadium', 'city': 'Stony Brook', 'state': 'NY', 'zip': '11790', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.9188829, 'longitude': -73.1242966, 'elevation': '32.63183975', 'capacity': 12300, 'constructionYear': 2002, 'grass': False, 'dome': False}",40.9188829,-73.1242966
399,UAlbany,Great Danes,UALB,"['SUNY Albany', 'UALB', 'UAlbany']",CAA,North,fcs,#3D2777,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/399.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/399.png']",@UAlbanyFootball,"{'id': 4419, 'name': 'Bob Ford Field', 'city': 'Albany', 'state': 'NY', 'zip': '12222', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 42.6808062, 'longitude': -73.8272841, 'elevation': '64.42764282', 'capacity': 8500, 'constructionYear': 2013, 'grass': False, 'dome': False}",42.6808062,-73.8272841
